날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모,persona_id,transaction_id,cashflow_bucket,account_ref,api_ref,income_type,rule_id
2026-04-20,15:15,지출,의료/건강,약국,갈마동행복약국,-41700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0280,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000127;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000127,,calib:의료/건강/약국
2026-04-20,10:21,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0231,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100078;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100019,,savings:정기
2026-04-20,07:13,지출,교통,택시,가수원동개인택시,-4200,KRW,신한 Deep Dream 체크,짐이 많아서,P0001,P0001-T0245,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000107;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000107,,calib:교통/택시
2026-04-18,14:27,수입,근로소득,알바비,㈜우리에너지 용역비 지급,740000,KRW,하나핀크 생활통장,,P0001,P0001-T0225,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100073,알바비,income:알바비
2026-04-17,12:02,지출,생활,편의점,GS25 둔산동점,-900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0276,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000126;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000126,,calib:생활/편의점
2026-04-16,10:47,지출,온라인쇼핑,인터넷쇼핑,패션바이엔이스,-27900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0257,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000111;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000111,,calib:온라인쇼핑/인터넷쇼핑
2026-04-15,22:36,지출,온라인쇼핑,인터넷쇼핑,카페24 입점몰,-27381,KRW,신한 Deep Dream 체크,,P0001,P0001-T0259,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000112;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000112,,calib:온라인쇼핑/인터넷쇼핑
2026-04-15,21:44,지출,문화/여가,도서,월평동책방,-36500,KRW,네이버페이 간편결제,,P0001,P0001-T0239,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00018,,triangular:도서
2026-04-13,18:27,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0230,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100077;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100018,,savings:정기
2026-04-13,10:21,지출,생활,편의점,CU 가수원동점,-2300,KRW,하나핀크 생활통장,,P0001,P0001-T0278,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100089,,calib:생활/편의점
2026-04-13,10:11,지출,생활,서비스구독,멜론,-4900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0228,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000102;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000102,,fixed:구독
2026-04-13,09:07,지출,교통,택시,반반택시,-2100,KRW,신한 Deep Dream 체크,,P0001,P0001-T0250,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000108;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000108,,calib:교통/택시
2026-04-11,16:17,지출,패션/쇼핑,패션,폴로 랄프로렌,-71100,KRW,신한 Deep Dream 체크,계절 옷 정리,P0001,P0001-T0242,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000106;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000106,,triangular:패션
2026-04-11,10:12,지출,온라인쇼핑,인터넷쇼핑,롯데온,-19200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0255,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000110;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000110,,calib:온라인쇼핑/인터넷쇼핑
2026-04-09,23:41,지출,교통,택시,탄방동개인택시,-1000,KRW,카카오페이 간편결제,컨디션 안 좋아서,P0001,P0001-T0251,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00015;efinance/전금-004-카카오페이_머니.json#WP000100003,,calib:교통/택시
2026-04-09,23:17,지출,생활,편의점,GS25 탄방동점,-3600,KRW,신한 Deep Dream 체크,숙취해소용,P0001,P0001-T0267,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000120;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000120,,calib:생활/편의점
2026-04-09,19:49,지출,생활,편의점,GS25 관저동점,-1500,KRW,토스 간편결제,,P0001,P0001-T0277,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00026,,calib:생활/편의점
2026-04-08,20:03,지출,온라인쇼핑,인터넷쇼핑,테무,-4500,KRW,토스 간편결제,재구매,P0001,P0001-T0256,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00024,,calib:온라인쇼핑/인터넷쇼핑
2026-04-08,15:30,지출,교육/학습,학원/강의,패스트캠퍼스,-25300,KRW,하나핀크 생활통장,,P0001,P0001-T0240,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100083,,triangular:학원/강의
2026-04-08,09:39,지출,생활,편의점,CU 정림동점,-700,KRW,카카오페이 간편결제,현금 인출 대신 결제,P0001,P0001-T0275,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00016,,calib:생활/편의점
2026-04-07,21:04,지출,생활,마트,도마동청과마트,-8700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0261,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000114;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000114,,calib:생활/마트
2026-04-07,17:40,지출,생활,편의점,세븐일레븐,-3500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0269,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000122;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000122,,calib:생활/편의점
2026-04-07,13:00,지출,교육/학습,학원/강의,이투스,-127500,KRW,네이버페이 간편결제,어학원 등록,P0001,P0001-T0237,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00017,,triangular:학원/강의
2026-04-07,12:18,지출,교육/학습,학원/강의,스피킹맥스,-102200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0236,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000103;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000103,,triangular:학원/강의
2026-04-06,16:52,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-15000,KRW,하나핀크 생활통장,,P0001,P0001-T0229,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100076;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100017,,savings:정기
2026-04-06,16:22,지출,생활,편의점,GS25 갈마동점,-3400,KRW,토스 간편결제,,P0001,P0001-T0273,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00025,,calib:생활/편의점
2026-04-06,09:07,지출,패션/쇼핑,패션,둔산동편집숍,-51900,KRW,하나핀크 생활통장,,P0001,P0001-T0244,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100084,,triangular:패션
2026-04-05,18:35,지출,교통,택시,월평동개인택시,-5400,KRW,네이버페이 간편결제,공항 이동,P0001,P0001-T0249,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00020,,calib:교통/택시
2026-04-05,09:33,수입,기타수입,용돈,부모님 용돈,500000,KRW,하나핀크 생활통장,설문조사 참여비,P0001,P0001-T0224,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100072,용돈,income:용돈
2026-04-05,09:25,지출,교육/학습,학원/강의,패스트캠퍼스,-59900,KRW,하나핀크 생활통장,,P0001,P0001-T0234,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100081,,triangular:학원/강의
2026-04-04,19:37,지출,생활,편의점,GS25 월평동점,-600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0270,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000123;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000123,,calib:생활/편의점
2026-04-04,12:19,지출,생활,마트,홈플러스,-15000,KRW,신한 Deep Dream 체크,,P0001,P0001-T0262,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000115;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000115,,calib:생활/마트
2026-04-03,18:22,지출,교통,택시,월평동콜택시,-2500,KRW,하나핀크 생활통장,,P0001,P0001-T0248,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100086,,calib:교통/택시
2026-04-03,10:09,지출,온라인쇼핑,인터넷쇼핑,테무,-7800,KRW,하나핀크 생활통장,,P0001,P0001-T0258,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100088,,calib:온라인쇼핑/인터넷쇼핑
2026-04-02,21:29,지출,온라인쇼핑,인터넷쇼핑,에이블리,-26200,KRW,신한 Deep Dream 체크,,P0001,P0001-T0254,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000109;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000109,,calib:온라인쇼핑/인터넷쇼핑
2026-04-01,22:50,지출,교통,택시,서구장애인콜택시,-1500,KRW,하나핀크 생활통장,,P0001,P0001-T0252,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100087,,calib:교통/택시
2026-04-01,22:27,지출,생활,마트,둔산동청과마트,-7843,KRW,신한 Deep Dream 체크,자취방 물품 채우기,P0001,P0001-T0264,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000117;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000117,,calib:생활/마트
2026-03-31,23:05,지출,교통,택시,도마동콜택시,-7265,KRW,신한 Deep Dream 체크,,P0001,P0001-T0173,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000076;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000076,,calib:교통/택시
2026-03-31,11:49,지출,식비,한식,도마동낙지볶음,-1800,KRW,카카오페이 간편결제,,P0001,P0001-T0123,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00007,,calib:요식/한식
2026-03-31,09:08,지출,교통,택시,티맵 택시,-3700,KRW,카카오페이 간편결제,비 와서 택시,P0001,P0001-T0167,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00010;efinance/전금-004-카카오페이_머니.json#WP000100001,,calib:교통/택시
2026-03-30,19:53,지출,교육/학습,학원/강의,탄방동태권도학원,-46900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0157,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000069;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000069,,triangular:학원/강의
2026-03-30,15:59,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-12000,KRW,하나핀크 생활통장,,P0001,P0001-T0114,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100048;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100015,,savings:정기
2026-03-30,08:08,지출,교통,대중교통,대전교통공사,-2300,KRW,신한 Deep Dream 체크,,P0001,P0001-T0184,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000080;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000080,,calib:교통/대중교통
2026-03-29,07:00,지출,교통,대중교통,갈마동 마을버스,-3700,KRW,신한 Deep Dream 체크,,P0001,P0001-T0187,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000082;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000082,,calib:교통/대중교통
2026-03-28,21:18,지출,카페/간식,디저트/떡,노티드,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0153,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000067;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000067,,calib:요식/디저트
2026-03-28,19:07,지출,교통,대중교통,모바일티머니,-2100,KRW,신한 Deep Dream 체크,정기권 충전,P0001,P0001-T0199,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000089;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000089,,calib:교통/대중교통
2026-03-28,10:08,이체,저축,예적금/청약,비상금 이체,-30000,KRW,하나핀크 생활통장,,P0001,P0001-T0115,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100049;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100016,,savings:비상금
2026-03-28,08:56,지출,교통,대중교통,티머니,-4100,KRW,토스 간편결제,,P0001,P0001-T0179,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00017,,calib:교통/대중교통
2026-03-28,07:35,지출,교통,대중교통,대전교통공사,-3600,KRW,하나핀크 생활통장,,P0001,P0001-T0194,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100068,,calib:교통/대중교통
2026-03-27,19:29,지출,카페/간식,커피/음료,요거프레소,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0133,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000055;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000055,,calib:요식/카페
2026-03-27,14:48,지출,생활,편의점,이마트24,-9400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0215,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000096;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000096,,calib:생활/편의점
2026-03-27,13:37,지출,문화/여가,도서,도마동북카페,-16000,KRW,카카오페이 간편결제,독서모임 선정도서,P0001,P0001-T0160,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00008,,triangular:도서
2026-03-26,20:59,수입,금융수입,캐시백,프렌즈 체크카드 캐시백,684,KRW,하나핀크 생활통장,,P0001,P0001-T0104,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100039,캐시백,income:캐시백
2026-03-26,20:47,지출,카페/간식,디저트/떡,도마동빙수,-500,KRW,신한 Deep Dream 체크,당충전,P0001,P0001-T0148,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000063;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000063,,calib:요식/디저트
2026-03-26,18:50,수입,금융수입,캐시백,신한 Deep Dream 체크 포인트리워드,754,KRW,하나핀크 생활통장,,P0001,P0001-T0105,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100040,캐시백,income:캐시백
2026-03-26,18:32,지출,카페/간식,커피/음료,탄방동로스터리,-500,KRW,하나핀크 생활통장,,P0001,P0001-T0142,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100059,,calib:요식/카페
2026-03-26,16:03,지출,생활,편의점,GS25 도마동점,-7022,KRW,신한 Deep Dream 체크,,P0001,P0001-T0223,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000101;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000101,,calib:생활/편의점
2026-03-26,08:30,지출,카페/간식,커피/음료,갈마동카페,-500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0140,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000058;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000058,,calib:요식/카페
2026-03-25,21:40,지출,교육/학습,학원/강의,갈마동미술학원,-83400,KRW,하나핀크 생활통장,자녀 교육비,P0001,P0001-T0156,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100062,,triangular:학원/강의
2026-03-25,19:54,지출,교통,대중교통,둔산동 마을버스,-4600,KRW,신한 Deep Dream 체크,,P0001,P0001-T0192,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000086;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000086,,calib:교통/대중교통
2026-03-25,19:42,지출,식비,한식,월평동돈까스,-900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0116,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000048;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000048,,calib:요식/한식
2026-03-25,19:41,지출,생활,통신,월평동알뜰폰샵,-20000,KRW,하나핀크 생활통장,,P0001,P0001-T0108,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100043,,fixed:통신
2026-03-25,09:46,지출,주거,월세/관리비,탄방동 아파트 관리비,-230000,KRW,하나핀크 생활통장,,P0001,P0001-T0107,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100042,,fixed:월세관리비
2026-03-24,23:41,지출,교통,대중교통,레일플러스,-800,KRW,신한 Deep Dream 체크,,P0001,P0001-T0198,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000088;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000088,,calib:교통/대중교통
2026-03-24,13:38,지출,생활,편의점,CU 탄방동점,-2300,KRW,네이버페이 간편결제,,P0001,P0001-T0222,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00016;efinance/전금-004-네이버페이_머니.json#WP000100007,,calib:생활/편의점
2026-03-24,13:17,지출,식비,한식,오봉집,-1500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0124,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000051;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000051,,calib:요식/한식
2026-03-24,07:42,지출,교통,대중교통,티머니,-4953,KRW,신한 Deep Dream 체크,,P0001,P0001-T0207,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000092;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000092,,calib:교통/대중교통
2026-03-23,20:07,지출,온라인쇼핑,인터넷쇼핑,브랜디 배송,-75500,KRW,신한 Deep Dream 체크,,P0001,P0001-T0211,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000094;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000094,,calib:온라인쇼핑/인터넷쇼핑
2026-03-23,08:46,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-12000,KRW,하나핀크 생활통장,,P0001,P0001-T0113,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100047;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100014,,savings:정기
2026-03-22,22:03,지출,교통,대중교통,둔산동 환승센터,-1900,KRW,신한 Deep Dream 체크,,P0001,P0001-T0188,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000083;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000083,,calib:교통/대중교통
2026-03-22,20:48,지출,카페/간식,커피/음료,스타벅스,-500,KRW,하나핀크 생활통장,,P0001,P0001-T0126,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100051,,calib:요식/카페
2026-03-22,16:44,지출,생활,편의점,GS25 둔산동점,-6200,KRW,토스 간편결제,,P0001,P0001-T0217,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00021,,calib:생활/편의점
2026-03-21,23:13,지출,온라인쇼핑,인터넷쇼핑,현대Hmall,-32500,KRW,카카오페이 간편결제,,P0001,P0001-T0212,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00014;efinance/전금-004-카카오페이_머니.json#WP000100002,,calib:온라인쇼핑/인터넷쇼핑
2026-03-21,19:52,지출,식비,배달,땡겨요,-2700,KRW,신한 Deep Dream 체크,무료배달 쿠폰 써서,P0001,P0001-T0145,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000060;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000060,,calib:요식/배달
2026-03-21,18:28,지출,교통,대중교통,모바일티머니,-4800,KRW,네이버페이 간편결제,,P0001,P0001-T0193,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00012,,calib:교통/대중교통
2026-03-21,08:26,지출,교통,택시,우티,-4700,KRW,토스 간편결제,짐이 많아서,P0001,P0001-T0172,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00013,,calib:교통/택시
2026-03-20,22:19,수입,금융수입,캐시백,신한 Deep Dream 체크 적립포인트,445,KRW,하나핀크 생활통장,,P0001,P0001-T0103,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100038,캐시백,income:캐시백
2026-03-20,19:32,지출,교통,대중교통,K-패스,-4100,KRW,카카오페이 간편결제,,P0001,P0001-T0197,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00013,,calib:교통/대중교통
2026-03-18,23:36,지출,교통,택시,마카롱택시,-5900,KRW,신한 Deep Dream 체크,컨디션 안 좋아서,P0001,P0001-T0169,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000075;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000075,,calib:교통/택시
2026-03-18,21:42,지출,식비,한식,고봉민김밥인,-1200,KRW,네이버페이 간편결제,,P0001,P0001-T0122,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00007,,calib:요식/한식
2026-03-18,21:25,지출,온라인쇼핑,인터넷쇼핑,쿠팡 로켓프레시,-20800,KRW,네이버페이 간편결제,,P0001,P0001-T0208,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00014;efinance/전금-004-네이버페이_머니.json#WP000100006,,calib:온라인쇼핑/인터넷쇼핑
2026-03-18,13:56,수입,근로소득,알바비,㈜가온정보통신 용역비 지급,610000,KRW,하나핀크 생활통장,,P0001,P0001-T0102,소득,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100037,알바비,income:알바비
2026-03-18,12:22,지출,온라인쇼핑,인터넷쇼핑,쿠팡 로켓프레시,-33400,KRW,네이버페이 간편결제,부모님 생신선물,P0001,P0001-T0213,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00015,,calib:온라인쇼핑/인터넷쇼핑
2026-03-18,08:42,지출,식비,한식,월평동돈까스,-1800,KRW,하나핀크 생활통장,,P0001,P0001-T0119,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100050,,calib:요식/한식
2026-03-18,07:19,지출,교통,대중교통,관저동 마을버스,-5400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0182,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000078;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000078,,calib:교통/대중교통
2026-03-17,08:01,지출,식비,한식,이바돔감자탕,-900,KRW,카카오페이 간편결제,,P0001,P0001-T0121,소비,P0001-카카오페이,efinance/전금-103-카카오페이.json#EP0001카00006,,calib:요식/한식
2026-03-16,22:53,지출,온라인쇼핑,인터넷쇼핑,핀다스토어,-18800,KRW,신한 Deep Dream 체크,장바구니 정리하다가,P0001,P0001-T0210,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000093;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000093,,calib:온라인쇼핑/인터넷쇼핑
2026-03-16,21:43,지출,식비,한식,둔산동국밥,-1400,KRW,신한 Deep Dream 체크,,P0001,P0001-T0118,소비,P0001-CARD-01,card/카드-008-신한_Deep_Dream_체크_승인내역.json#AP0001000049;card/카드-014-신한_Deep_Dream_체크_매입정보.json#AP0001000049,,calib:요식/한식
2026-03-16,13:46,지출,카페/간식,커피/음료,할리스,-500,KRW,하나핀크 생활통장,,P0001,P0001-T0127,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100052,,calib:요식/카페
2026-03-16,09:22,이체,저축,예적금/청약,국민은행 KB 청년도약계좌,-12000,KRW,하나핀크 생활통장,,P0001,P0001-T0112,저축,P0001-BANK-MAIN->P0001-BANK-SAVE,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100046;bank/은행-004-국민은행_KB_청년도약계좌_P0001-BANK-SAVE.json#BP000100013,,savings:정기
2026-03-16,08:32,지출,교통,대중교통,티머니,-1000,KRW,네이버페이 간편결제,,P0001,P0001-T0202,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00013;efinance/전금-004-네이버페이_머니.json#WP000100005,,calib:교통/대중교통
2026-03-15,08:07,지출,교통,대중교통,알뜰교통카드,-1700,KRW,하나핀크 생활통장,,P0001,P0001-T0206,소비,P0001-BANK-MAIN,bank/은행-004-하나핀크_생활통장_P0001-BANK-MAIN.json#BP000100071,,calib:교통/대중교통
2026-03-15,07:56,지출,교통,대중교통,월평동 마을버스,-1000,KRW,네이버페이 간편결제,,P0001,P0001-T0186,소비,P0001-네이버페이,efinance/전금-103-네이버페이.json#EP0001네00011,,calib:교통/대중교통
2026-03-14,23:19,지출,교통,대중교통,레일플러스,-4700,KRW,토스 간편결제,,P0001,P0001-T0175,소비,P0001-토스페이,efinance/전금-103-토스페이.json#EP0001토00015,,calib:교통/대중교통
